Place id,Governorate,District,Location name,Arabic name,Latitude,Longitude,OCHA admin 1,OCHA admin 2,OCHA PCode,IDPs families,IDPs individuals,Anbar,Babylon,Baghdad,Basrah,Dahuk,Diyala,Erbil,Kerbala,Kirkuk,Missan,Muthanna,Najaf,Ninewa,Qadissiya,Salah al-Din,Sulaymaniyah,Thi-Qar,Wassit,Camp,Host families,Hotel/Motel,Informal settlements,Other shelter type,Religious building,Rented houses,School building,Unfinished/Abandoned building,Unknown shelter type,Pre-June14 Wave,June-July14 Wave,August14 Wave,Post September14 Wave,Post April15 Wave
24185,Dahuk,Dahuk,Diyari,?????,36.867469,42.972413,IQ-G08,IQ-D049,IQ-P09171,8,48,5,,,,,,,,,,,,3,,,,,,,,5,,,,3,,,,5,,3,,
7949,Dahuk,Dahuk,Eminke,,36.85,43.09,IQ-G08,IQ-D049,IQ-P09177,228,"1,368",,,,,,,,,,,,,228,,,,,,,28,,1,,,43,,156,,,53,175,,
23711,Dahuk,Dahuk,Gali Dohuk,??? ????,36.840283,43.125261,IQ-G08,IQ-D049,IQ-P09180,77,462,6,,,,,,,,,,,,71,,,,,,,,3,,,,74,,,,6,,71,,
26050,Dahuk,Dahuk,Gashtiyar,??????,36.855076,42.976033,IQ-G08,IQ-D049,,152,912,,,,,,,,,,,,,152,,,,,,,,,,,,91,,61,,,91,61,,
8371,Dahuk,Dahuk,Gavarrke,?????,36.84,42.94,IQ-G08,IQ-D049,IQ-P09184,52,312,,,,,,,,,,,,,52,,,,,,,9,,,,20,23,,,,,32,20,,
24628,Dahuk,Dahuk,Hetit,?????,36.845155,43.08372,IQ-G08,IQ-D049,,808,"4,848",33,,,,,,,,,,,,762,,13,,,,,,,,,,766,,42,,33,443,332,,
21509,Dahuk,Dahuk,Kari Basi,??? ????,36.8675,42.99138889,IQ-G08,IQ-D049,IQ-P09198,212,"1,272",10,,,,,,,,,,,,193,,9,,,,,,81,,,,131,,,,10,136,66,,
24184,Dahuk,Dahuk,Khabat Kojar,????(????),36.868557,42.975243,IQ-G08,IQ-D049,IQ-P09201,167,"1,002",,,,,,,,,,,,,167,,,,,,,6,77,,,,84,,,,,76,91,,
8871,Dahuk,Dahuk,Kora,????,36.934,43.1497,IQ-G08,IQ-D049,IQ-P09208,139,834,,,,,,,,,,,,,139,,,,,,,84,,10,,1,16,,28,,,21,118,,
7984,Dahuk,Dahuk,Kuvili,??????,36.875857,43.081403,IQ-G08,IQ-D049,IQ-P09214,165,990,,,,,,,,,,,,,165,,,,,,,,,,,,30,,135,,,30,135,,
26046,Dahuk,Dahuk,Malta Oliya,????? ??????,36.85967,42.941691,IQ-G08,IQ-D049,,183,"1,098",10,,,,,,,,,,,,170,,3,,,,,4,88,,,,90,,1,,10,150,23,,
26045,Dahuk,Dahuk,Malta Sofla,????? ????,36.854036,42.935373,IQ-G08,IQ-D049,,136,816,,,,,,,,,,,,,136,,,,,,,,42,,,,94,,,,,20,116,,
7964,Dahuk,Dahuk,Mangesh,??????,36.866311,42.967361,IQ-G08,IQ-D049,IQ-P09226,480,"2,880",,,,,,,,,,,,,480,,,,,,,350,,,,4,28,,98,,,,480,,
24092,Dahuk,Dahuk,Masik-1,????? 1,36.872298,42.965038,IQ-G08,IQ-D049,IQ-P09227,200,"1,200",,,,,,,,,,,,,200,,,,,,,30,,,,15,135,,20,,65,120,15,,
24093,Dahuk,Dahuk,Masik-2,????? 2,36.871684,42.966672,IQ-G08,IQ-D049,IQ-P09228,243,"1,458",,,,,,,,,,,,,243,,,,,,,20,,,,,156,,67,,,176,67,,
24802,Dahuk,Dahuk,Mazi,????,36.857448,42.979931,IQ-G08,IQ-D049,,187,"1,122",5,,,,,,,,,,,,176,,6,,,,,,27,,,40,120,,,,5,132,50,,
24803,Dahuk,Dahuk,Midiya,?????,36.853025,42.93368,IQ-G08,IQ-D049,,95,570,,,,,,,,,,,,,95,,,,,,,,65,,,,25,,5,,,18,77,,
24644,Dahuk,Dahuk,Muhabad,??????,36.85495,43.093146,IQ-G08,IQ-D049,,49,294,,,,,,,,,,,,,49,,,,,,,,,,,,49,,,,,7,42,,
23905,Dahuk,Dahuk,Naor,?????,36.859038,43.039551,IQ-G08,IQ-D049,IQ-P09237,30,180,,,,,,,,,,,,,30,,,,,,,,,,,,30,,,,,30,,,
7946,Dahuk,Dahuk,Nazarke,??????,36.847433,43.047386,IQ-G08,IQ-D049,IQ-P09241,897,"5,382",33,,,,,,,,,,,,839,,25,,,,,,,,,,798,,99,,33,415,449,,
24188,Dahuk,Dahuk,Qassara,?????,36.865999,42.993019,IQ-G08,IQ-D049,IQ-P09251,382,"2,292",,,,,,,,,,,,,382,,,,,,,21,,,,,96,,265,,,78,304,,
8468,Dahuk,Dahuk,Rashanke,??????,36.92,43.2,IQ-G08,IQ-D049,IQ-P09256,71,426,,,,,,,,,,,,,71,,,,,,,9,,29,,,5,,28,,,,71,,
23712,Dahuk,Dahuk,Raza,???,36.840855,43.152941,IQ-G08,IQ-D049,IQ-P09258,368,"2,208",15,,,,,,,,,,,,353,,,,,,,,,,,,368,,,,15,116,237,,
26049,Dahuk,Dahuk,Sarbasti,??????,36.84962,43.017763,IQ-G08,IQ-D049,,26,156,,,,,,,,,,,,,26,,,,,,,,,,,2,15,,9,,,5,21,,
23902,Dahuk,Dahuk,Sarheldan,???????,36.838541,43.044187,IQ-G08,IQ-D049,IQ-P09261,201,"1,206",4,,,,,,,,,,,,195,,2,,,,,,,,,,201,,,,4,146,51,,
26053,Dahuk,Dahuk,Shahidan,??????,36.86966,42.997176,IQ-G08,IQ-D049,,47,282,,,,,,,,,,,,,47,,,,,,,,,,,,37,,10,,,,47,,
8373,Dahuk,Dahuk,Shakhke,?????,36.87,42.97,IQ-G08,IQ-D049,IQ-P09265,162,972,13,,,,,,,,,,,,138,,11,,,,,12,84,,,,55,,11,,13,126,23,,
21979,Dahuk,Dahuk,Shili,????,36.85833333,42.99777778,IQ-G08,IQ-D049,IQ-P09269,112,672,10,,,,,,,,,,,,102,,,,,,,,67,,,,45,,,,10,102,,,
8372,Dahuk,Dahuk,Shindukha,??????,36.84,42.96,IQ-G08,IQ-D049,IQ-P09270,80,480,10,,,,,,,,,,,,59,,11,,,,,,21,,,,51,,8,,10,44,26,,
7921,Dahuk,Dahuk,Zawita,??????,36.9,43.12,IQ-G08,IQ-D049,IQ-P09282,130,780,,,,,,,,,,,,,130,,,,,,,32,13,,,,43,,42,,,21,109,,
25898,Dahuk,Dahuk,Zawita-Avrike,??????,36.8273,43.12021,IQ-G08,IQ-D049,,15,90,,,,,,,,,,,,,15,,,,,,,4,,,,,5,,6,,,15,,,
8867,Dahuk,Dahuk,Zeri Land,??? ????,36.868679,42.961427,IQ-G08,IQ-D049,IQ-P09285,310,"1,860",50,,,,,,,,,,,,260,,,,,,,,,,,,310,,,,50,210,50,,
24186,Dahuk,Dahuk,Zirka,????,36.863678,42.967873,IQ-G08,IQ-D049,IQ-P09290,32,192,10,,,,,,,,,,,,22,,,,,,,,,,,,29,,3,,10,,22,,
24187,Dahuk,Dahuk,Zozan,?????,36.845045,43.020061,IQ-G08,IQ-D049,IQ-P09292,45,270,,,,,,,,,,,,,45,,,,,,,,,,,,45,,,,,,45,,
24804,Dahuk,Dahuk,Zozan City Area,????? ???? ????,36.885027,42.955165,IQ-G08,IQ-D049,,41,246,,,,,,,,,,,,,41,,,,,,,,,28,,,,,13,,,,41,,
24800,Dahuk,Sumel,Avro City,???? ????,36.8549,42.8953,IQ-G08,IQ-D050,,"1,432","8,592",35,,,,,,,,,,,,"1,397",,,,,,,,,,,,"1,432",,,,35,943,454,,
8044,Dahuk,Sumel,Bajit Kandal Village,???? ???? ?????,37.048292,42.450942,IQ-G08,IQ-D050,IQ-P09313,347,"2,082",,,,,,,,,,,,,347,,,,,,,170,,82,,,32,,63,,,,347,,
24790,Dahuk,Sumel,Bajit Kandala Camp,???? ???? ??????,37.0535,42.4409,IQ-G08,IQ-D050,,"2,219","13,314",,,,,,,,,,,,,"2,219",,,,,,"2,219",,,,,,,,,,,,"2,219",,
8019,Dahuk,Sumel,Bakhitme,,36.8,42.85,IQ-G08,IQ-D050,IQ-P09315,106,636,,,,,,,,,,,,,106,,,,,,,51,,20,,,12,,23,,,,106,,
25993,Dahuk,Sumel,Basteki,??????,36.956119,42.723373,IQ-G08,IQ-D050,,532,"3,192",,,,,,,,,,,,,532,,,,,,,234,,,,,74,,224,,,,532,,
8196,Dahuk,Sumel,Batel,?????,36.96,42.68,IQ-G08,IQ-D050,IQ-P09325,292,"1,752",,,,,,,,,,,,,292,,,,,,,130,,9,,,15,,138,,,52,240,,
8018,Dahuk,Sumel,Bazalan,,36.82,42.88,IQ-G08,IQ-D050,IQ-P09331,91,546,,,,,,,,,,,,,91,,,,,,,,,,,,,,91,,,,91,,
26123,Dahuk,Sumel,Domiz - Halat,????? ????,36.789,42.9007,IQ-G08,IQ-D050,,280,"1,680",,,,,,,,,,,,,280,,,,,,,42,,,,,224,,14,,,266,14,,
26122,Dahuk,Sumel,Domiz - Roz,????? ???,36.788,42.9005,IQ-G08,IQ-D050,,290,"1,740",,,,,,,,,,,,,290,,,,,,,57,,,,,225,,8,,,282,8,,
8239,Dahuk,Sumel,Fayda,?????,36.7519,42.9287,IQ-G08,IQ-D050,IQ-P09360,487,"2,922",19,,,,,,,,,,,,468,,,,,,,173,,,,,272,,42,,19,250,218,,
25622,Dahuk,Sumel,Fayida-Moaskar Domiz,????? ?????,36.7899,42.9173,IQ-G08,IQ-D050,,376,"2,256",19,,,,,,,,,,,,357,,,,,,,42,,,,,314,,20,,19,337,20,,
25623,Dahuk,Sumel,Fayida-Waarvin city,?????? ???,36.803,42.9131,IQ-G08,IQ-D050,,665,"3,990",,,,,,,,,,,,,625,,40,,,,,,,,,,649,,16,,,459,206,,
8246,Dahuk,Sumel,Girsheen,?????,36.993207,42.599805,IQ-G08,IQ-D050,IQ-P09371,240,"1,440",,,,,,,,,,,,,240,,,,,,,89,,40,,,66,,45,,,49,191,,
27126,Dahuk,Sumel,Haweri,?????,36.77784,42.78698,IQ-G08,IQ-D050,,249,"1,494",,,,,,,,,,,,,249,,,,,,,195,,3,,,26,,25,,,,249,,
25937,Dahuk,Sumel,Jambur-Fayida,????? - ?????,36.712852,42.956111,IQ-G08,IQ-D050,,85,510,,,,,,,,,,,,,85,,,,,,,63,,,,,22,,,,,38,47,,
8015,Dahuk,Sumel,Kabarto,?????,36.77843,42.78549,IQ-G08,IQ-D050,IQ-P09388,212,"1,272",,,,,,,,,,,,,212,,,,,,,45,,,,,117,,50,,,,212,,
24794,Dahuk,Sumel,Kabarto 1 Camp,???? ????? 1,36.7863,42.8549,IQ-G08,IQ-D050,,"2,394","14,364",,,,,,,,,,,,,"2,394",,,,,,"2,394",,,,,,,,,,,,"2,394",,
24795,Dahuk,Sumel,Kabarto 2 Camp,???? ????? 2,36.7864,42.8555,IQ-G08,IQ-D050,,"2,372","14,232",,,,,,,,,,,,,"2,372",,,,,,"2,372",,,,,,,,,,,,"2,372",,
27128,Dahuk,Sumel,Kamona,?????,36.76677,42.76711,IQ-G08,IQ-D050,,32,192,,,,,,,,,,,,,32,,,,,,,4,,,,,20,,8,,,,32,,
8656,Dahuk,Sumel,Khanke Camp,???? ?????,36.76,42.76,IQ-G08,IQ-D050,IQ-P09405,"2,824","16,944",,,,,,,,,,,,,"2,824",,,,,,"2,824",,,,,,,,,,,,"2,824",,
27121,Dahuk,Sumel,Khanke Qadima,????? ?????,36.77065,42.77403,IQ-G08,IQ-D050,,390,"2,340",,,,,,,,,,,,,390,,,,,,,131,,84,,,98,,77,,,,390,,
8800,Dahuk,Sumel,Kherava,??????,36.77591,42.78278,IQ-G08,IQ-D050,IQ-P09411,104,624,,,,,,,,,,,,,104,,,,,,,20,,,,,9,,75,,,,104,,
27127,Dahuk,Sumel,Mam Shvana Qadima,??? ????? ?????,36.80639,42.7697,IQ-G08,IQ-D050,,140,840,,,,,,,,,,,,,140,,,,,,,14,,36,,,,,90,,,,140,,
27129,Dahuk,Sumel,Mam Shvana Saghira,??? ????? ?????,36.77987,42.78627,IQ-G08,IQ-D050,,97,582,,,,,,,,,,,,,97,,,,,,,19,,29,,,36,,13,,,,97,,
25777,Dahuk,Sumel,Markaz Sumel-Dolib,???,36.841274,42.901184,IQ-G08,IQ-D050,,52,312,,,,,,,,,,,,,52,,,,,,,3,,,,,,,49,,,3,49,,
25778,Dahuk,Sumel,Markaz Sumel-Hawshke,?????,36.867297,42.888576,IQ-G08,IQ-D050,,16,96,,,,,,,,,,,,,16,,,,,,,,,,,,,,16,,,,16,,
8873,Dahuk,Sumel,Misereek,??????,36.864207,42.80764,IQ-G08,IQ-D050,IQ-P09437,"2,089","12,534",,,,,,,,,,,,,"2,089",,,,,,,489,,,,1,"1,408",,191,,,"1,304",785,,
7990,Dahuk,Sumel,Namrike,??????,36.73843,42.8781,IQ-G08,IQ-D050,IQ-P09444,26,156,,,,,,,,,,,,,26,,,,,,,8,,,,,4,,14,,,,26,,
24791,Dahuk,Sumel,Qadia Camp,???? ?????,37.0528,42.6173,IQ-G08,IQ-D050,,"2,726","16,356",,,,,,,,,,,,,"2,726",,,,,,"2,726",,,,,,,,,,,,"2,726",,
8582,Dahuk,Sumel,Qasr Yazddin,??? ?????,36.78777,42.79022,IQ-G08,IQ-D050,IQ-P09460,736,"4,416",,,,,,,,,,,,,736,,,,,,,154,,403,,,81,,98,,,,736,,
27125,Dahuk,Sumel,Qasr Yazddin Qadima,???????? ?????,36.82049,42.80675,IQ-G08,IQ-D050,,250,"1,500",,,,,,,,,,,,,250,,,,,,,26,,54,,,8,,162,,,,250,,
8366,Dahuk,Sumel,Ribeybi,?????,36.78141,42.78887,IQ-G08,IQ-D050,IQ-P09465,337,"2,022",,,,,,,,,,,,,337,,,,,,,145,,,,,73,,113,6,,,337,,
7989,Dahuk,Sumel,Seje,????,36.91,42.88,IQ-G08,IQ-D050,IQ-P09476,"1,292","7,752",,,,,,,,,,,,,"1,292",,,,,,,,,,,5,211,,"1,076",,,44,"1,248",,
8336,Dahuk,Sumel,Semel,?????,36.85,42.84,IQ-G08,IQ-D050,IQ-P09477,"1,225","7,350",,,,,,,,,,,,,"1,225",,,,,,,149,,,,16,843,,217,,,649,576,,
8369,Dahuk,Sumel,Shariya, ?????,36.789699,42.971715,IQ-G08,IQ-D050,IQ-P09483,"4,211","25,266",,,,,,,,,,,,,"4,211",,,,,,,"2,141",,703,,,616,,751,,,,"4,211",,
24827,Dahuk,Sumel,Shariya Camp,???? ?????,36.798245,42.963887,IQ-G08,IQ-D050,,"3,302","19,812",,,,,,,,,,,,,"3,302",,,,,,"3,302",,,,,,,,,,,,"3,302",,
27122,Dahuk,Sumel,Shorash,????,36.78428,42.79027,IQ-G08,IQ-D050,,409,"2,454",,,,,,,,,,,,,409,,,,,,,51,,,,,67,,291,,,,409,,
8476,Dahuk,Sumel,Soriya,?????,37.003028,42.48513,IQ-G08,IQ-D050,IQ-P09497,386,"2,316",,,,,,,,,,,,,386,,,,,,,255,,56,,,12,,63,,,,386,,
27130,Dahuk,Sumel,Sorka Qadima,????? ?????,36.80919,42.8275,IQ-G08,IQ-D050,,115,690,,,,,,,,,,,,,115,,,,,,,37,,11,,,22,,45,,,,115,,
25776,Dahuk,Sumel,Sumel-Ramilan City,??????? ???,36.862483,42.898433,IQ-G08,IQ-D050,,130,780,,,,,,,,,,,,,130,,,,,,,,,,,,130,,,,,,130,,
24596,Dahuk,Sumel,Tanahi,?????,36.808474,42.922546,IQ-G08,IQ-D050,,215,"1,290",,,,,,,,,,,,,215,,,,,,,,,,,,200,,15,,,,215,,
23645,Dahuk,Sumel,War City,??? ???,36.778,42.9135,IQ-G08,IQ-D050,IQ-P09508,442,"2,652",30,,,,,,,,,,,,412,,,,,,,50,,,,,392,,,,30,322,90,,
27124,Dahuk,Sumel,Zayniya Jadida,????? ?????,36.78484,42.78615,IQ-G08,IQ-D050,,531,"3,186",,,,,,,,,,,,,531,,,,,,,118,,170,,,56,,187,,,,531,,
27123,Dahuk,Sumel,Zinya Kavn,????? ?????,36.77671,42.79283,IQ-G08,IQ-D050,,319,"1,914",,,,,,,,,,,,,319,,,,,,,163,,2,,,23,,131,,,,319,,
8103,Dahuk,Zakho,Abbasiya,??????,37.13,42.7,IQ-G08,IQ-D051,IQ-P09518,"2,030","12,180",15,,,,,,,,,,,,"2,015",,,,,,,,,,,,"1,742",,288,,15,922,"1,093",,
8119,Dahuk,Zakho,Afirma,?????,37.135188,42.655461,IQ-G08,IQ-D051,IQ-P09519,110,660,,,,,,,,,,,,,110,,,,,,,,,,,,91,,19,,,,110,,
24130,Dahuk,Zakho,Barzan,??????,37.0835,42.4115,IQ-G08,IQ-D051,IQ-P09559,111,666,,,,,,,,,,,,,111,,,,,,,23,,,,,67,,21,,,61,50,,
8849,Dahuk,Zakho,Batifa,??????,37.1731,43.0141,IQ-G08,IQ-D051,IQ-P09563,670,"4,020",,,,,,,,,,,,,670,,,,,,,160,,,,13,90,,407,,,,670,,
24663,Dahuk,Zakho,Bazar,?????,37.084,42.4146,IQ-G08,IQ-D051,,646,"3,876",,,,,,,,,,,,,646,,,,,,,97,,,,22,527,,,,,213,433,,
8093,Dahuk,Zakho,Bedar,?????,37.0837,42.3921,IQ-G08,IQ-D051,IQ-P09569,"1,252","7,512",,,,,,,,,,,,,"1,252",,,,,,,254,,171,,,348,,479,,,544,708,,
24789,Dahuk,Zakho,Bersive 1 Camp, ???? ??????1,37.1809,42.8539,IQ-G08,IQ-D051,,"1,927","11,562",,,,,,,,,,,,,"1,927",,,,,,"1,927",,,,,,,,,,,,"1,927",,
24792,Dahuk,Zakho,Bersive 2 Camp, ???? ??????2,37.1794,42.8622,IQ-G08,IQ-D051,,"1,545","9,270",,,,,,,,,,,,,"1,545",,,,,,"1,545",,,,,,,,,,,,"1,545",,
24704,Dahuk,Zakho,Betasi,??????,37.060928,42.734502,IQ-G08,IQ-D051,,357,"2,142",,,,,,,,,,,,,357,,,,,,,37,,,,,200,,120,,,90,267,,
24793,Dahuk,Zakho,Chamishku Camp, ???? ?????,37.1787,42.67,IQ-G08,IQ-D051,,"4,280","25,680",,,,,,,,,,,,,"4,280",,,,,,"4,280",,,,,,,,,,,,"4,280",,
8766,Dahuk,Zakho,Chamkork,?? ????,37.137416,42.608558,IQ-G08,IQ-D051,IQ-P09594,298,"1,788",,,,,,,,,,,,,298,,,,,,,26,,,,,242,,30,,,,298,,
8084,Dahuk,Zakho,Darkar,?????,37.2,42.82,IQ-G08,IQ-D051,IQ-P09609,935,"5,610",,,,,,,,,,,,,935,,,,,,,197,,8,,25,336,,369,,,,935,,
21187,Dahuk,Zakho,FIRQA,????,37.16008,42.7064,IQ-G08,IQ-D051,IQ-P09637,"2,093","12,558",,,,,,,,,,,,,"2,093",,,,,,,701,,,,,"1,115",,277,,,766,"1,327",,
23620,Dahuk,Zakho,Fishkhaboor,????????,37.367725,42.376959,IQ-G08,IQ-D051,IQ-P09636,240,"1,440",,,,,,,,,,,,,240,,,,,,,68,,25,,,,,147,,,65,175,,
8110,Dahuk,Zakho,Khrababka,????????,37.1015,42.4505,IQ-G08,IQ-D051,IQ-P09697,"1,100","6,600",,,,,,,,,,,,,"1,100",,,,,,,130,,25,,,315,,630,,,130,970,,
24132,Dahuk,Zakho,Kundeky,??????,37.0814,42.402,IQ-G08,IQ-D051,IQ-P09706,828,"4,968",,,,,,,,,,,,,828,,,,,,,21,,,,,616,,191,,,103,725,,
25992,Dahuk,Zakho,Markaz Zakho-Diraboon,?????,37.083076,42.427146,IQ-G08,IQ-D051,,840,"5,040",,,,,,,,,,,,,840,,,,,,,,,397,,69,189,,185,,,,840,,
8620,Dahuk,Zakho,Qarawla,?????,37.120391,42.435884,IQ-G08,IQ-D051,IQ-P09742,78,468,,,,,,,,,,,,,78,,,,,,,,,11,,,52,,15,,,,78,,
8711,Dahuk,Zakho,Rizgari,??????,37.13,42.57,IQ-G08,IQ-D051,IQ-P09750,161,966,,,,,,,,,,,,,161,,,,,,,10,,,,,121,,30,,,,161,,
21186,Dahuk,Zakho,SEMALKA,???????,37.15148,42.68336,IQ-G08,IQ-D051,IQ-P09765,142,852,,,,,,,,,,,,,142,,,,,,,,,,,,30,,112,,,30,112,,
21970,Dahuk,Zakho,Shabaniyah,???????,37.14805556,42.68305556,IQ-G08,IQ-D051,IQ-P09766,"1,312","7,872",15,,,,,,,,,,,,"1,297",,,,,,,220,,,,,322,,770,,15,270,"1,027",,
8400,Dahuk,Zakho,Tal Kabar,?????,37.16,42.71,IQ-G08,IQ-D051,IQ-P09788,900,"5,400",,,,,,,,,,,,,900,,,,,,,,,,,,58,,842,,,10,890,,
8560,Dahuk,Zakho,Tiyano Shinava,???? ? ??????,37.109677,42.469849,IQ-G08,IQ-D051,IQ-P09589,47,282,,,,,,,,,,,,,47,,,,,,,30,,,,,6,,11,,,,47,,
24094,Diyala,Al-Khalis,Al Dojama,???????,33.977,44.413,IQ-G10,IQ-D059,IQ-P12399,67,402,67,,,,,,,,,,,,,,,,,,,67,,,,,,,,,25,,,,42
11195,Diyala,Al-Khalis,Al Ghalbiya,????????,33.7954,44.4874,IQ-G10,IQ-D059,IQ-P12401,71,426,10,,,,,54,,,,,,,,,7,,,,,7,,,,,30,,34,,,,,61,10
25022,Diyala,Al-Khalis,Al Gserin Village,???? ??????,33.6921,44.4353,IQ-G10,IQ-D059,,40,240,,,,,,,,,,,,,30,,10,,,,,,,,,,40,,,,,35,5,,
23966,Diyala,Al-Khalis,Al Hadid,??????,34.02136521,44.5380354,IQ-G10,IQ-D059,IQ-P12403,181,"1,086",6,,,,,168,,,,,,,,,7,,,,,99,,,,,32,,50,,6,,10,158,7
25814,Diyala,Al-Khalis,Al Hadid Old,?????? ???????,33.7713,44.5638,IQ-G10,IQ-D059,,39,234,25,,,,,10,,,,,,,,,4,,,,,39,,,,,,,,,,,,10,29
25815,Diyala,Al-Khalis,Al Hadid-Al Benook Qtr,??????- ?? ??????,33.7705,44.5549,IQ-G10,IQ-D059,,35,210,35,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,35
11081,Diyala,Al-Khalis,Al Khalis,???? ??????,33.85,44.52,IQ-G10,IQ-D059,IQ-P12409,162,972,,,,,,162,,,,,,,,,,,,,,112,,,,,50,,,,,,,162,
25026,Diyala,Al-Khalis,Al Mohandseen Village,???? ????????? ?????????,33.7773,44.5885,IQ-G10,IQ-D059,,47,282,,,,,,47,,,,,,,,,,,,,,,,,,,47,,,,,,,47,
26057,Diyala,Al-Khalis,Al Rmelat Village,???? ????????,34.0848,45,IQ-G10,IQ-D059,,9,54,,,,,,9,,,,,,,,,,,,,,9,,,,,,,,,,,,9,
25031,Diyala,Al-Khalis,Al Sadah Al Neeam Village,???? ?????? ??????,33.7598,44.4922,IQ-G10,IQ-D059,,10,60,,,,,,10,,,,,,,,,,,,,,,,,,,10,,,,,,,10,
24483,Diyala,Al-Khalis,Al Salam,????? ?????? - ???? ???????,33.8437,44.6167,IQ-G10,IQ-D059,,105,630,,,,,,105,,,,,,,,,,,,,,105,,,,,,,,,,,105,,
24912,Diyala,Al-Khalis,Al Sindiyah village,???? ???????,33.8773,44.4429,IQ-G10,IQ-D059,,32,192,,,,,,,,,,,,,,,32,,,,,32,,,,,,,,,,,,32,
11484,Diyala,Al-Khalis,Albu Bali,????????,33.8816,44.5391,IQ-G10,IQ-D059,IQ-P12428,15,90,15,,,,,,,,,,,,,,,,,,,15,,,,,,,,,15,,,,
25681,Diyala,Al-Khalis,Ali Abdulla village,???? ??? ????? ????,34.0855,45,IQ-G10,IQ-D059,,1,6,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
25231,Diyala,Al-Khalis,Ali Nasr Village,???? ??? ??????,33.8688,44.5683,IQ-G10,IQ-D059,,5,30,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,5,,,
25667,Diyala,Al-Khalis,Al-Makareen Village,???? ?????????,34.0784,45,IQ-G10,IQ-D059,,23,138,,,,,,23,,,,,,,,,,,,,,23,,,,,,,,,,,,23,
25666,Diyala,Al-Khalis,Al-Mashroo Village,???? ???????,34.0844,45,IQ-G10,IQ-D059,,7,42,,,,,,7,,,,,,,,,,,,,,,,,,,,,7,,,,,7,
25661,Diyala,Al-Khalis,Al-Sadah Village,???? ??????,34.0849,45,IQ-G10,IQ-D059,,23,138,,,,,,23,,,,,,,,,,,,,,23,,,,,,,,,,,,23,
26056,Diyala,Al-Khalis,Arab Hafedh Village,???? ??? ????,34.0743,44.8773,IQ-G10,IQ-D059,,15,90,,,,,,15,,,,,,,,,,,,,,,,,,,,,15,,,,,15,
26055,Diyala,Al-Khalis,Arab Hamdan Village,???? ??? ?????,34.0692,45,IQ-G10,IQ-D059,,12,72,,,,,,12,,,,,,,,,,,,,,12,,,,,,,,,,,,12,
23965,Diyala,Al-Khalis,Arab Shanon,??? ?????,34.02136521,44.5380354,IQ-G10,IQ-D059,IQ-P12441,83,498,33,,,,,38,,,,,,,5,,7,,,,,35,,,,,13,,35,,,,,50,33
24913,Diyala,Al-Khalis,Arab Tetn,???? ??? ???,33.7792,44.5549,IQ-G10,IQ-D059,,23,138,10,,,,,,,,,,,,,,13,,,,,23,,,,,,,,,,,,10,13
26058,Diyala,Al-Khalis,Dalli Abass -Al-Shuhada Qtr,??? ???? - ?? ???????,34.0613,44.8622,IQ-G10,IQ-D059,,26,156,,,,,,26,,,,,,,,,,,,,,20,,,,,,,6,,,,6,20,
24194,Diyala,Al-Khalis,Dalli Abass-Al-Dhobat Qtr,??? ???? - ?? ??????,34.0694,44.8571,IQ-G10,IQ-D059,IQ-P12448,34,204,,,,,,30,,,,,,,,,4,,,,,30,,,,,4,,,,,,4,30,
25678,Diyala,Al-Khalis,Dawod Al-Salom village,???? ????? ??????,34.0887,45,IQ-G10,IQ-D059,,43,258,,,,,,43,,,,,,,,,,,,,,30,,,,,13,,,,,,,43,
11206,Diyala,Al-Khalis,Hawaish Village,???? ??????,33.6822,44.4229,IQ-G10,IQ-D059,IQ-P12454,22,132,,,,,,10,,,,,,,,,12,,,,,22,,,,,,,,,,12,,10,
22041,Diyala,Al-Khalis,Hay Al Qadissiya,?? ????????,33.7915,44.5117,IQ-G10,IQ-D059,IQ-P12464,40,240,,,,,,40,,,,,,,,,,,,,,,,,,,40,,,,,,,40,
10445,Diyala,Al-Khalis,Hibhib,???? ????? ????,33.78,44.49,IQ-G10,IQ-D059,IQ-P12478,121,726,,,,,,121,,,,,,,,,,,,,,79,,,,,42,,,,,,46,75,
25029,Diyala,Al-Khalis,Hibhib-Abo Khurda Village,???? ??? ????,33.7686,44.4635,IQ-G10,IQ-D059,,15,90,,,,,,15,,,,,,,,,,,,,,5,,,,,,,10,,,,,15,
25032,Diyala,Al-Khalis,Hibhib-Al Askary Qtr,???? ???????,33.7534,44,IQ-G10,IQ-D059,,23,138,,,,,,23,,,,,,,,,,,,,,,,,,,23,,,,,,,23,
25027,Diyala,Al-Khalis,Hibhib-Al Asry Village,???? ??????,33.7831,44.5086,IQ-G10,IQ-D059,,4,24,,,,,,4,,,,,,,,,,,,,,,,,,,4,,,,,,,4,
25034,Diyala,Al-Khalis,Hibhib-Al Hashmya Village,???? ????????,33.7471,44.5362,IQ-G10,IQ-D059,,38,228,,,,,,33,,,,,,,,,5,,,,,18,,,,,20,,,,,5,,33,
25028,Diyala,Al-Khalis,Hibhib-Al Lokmanya Village,???? ?????????,33.7933,44.4821,IQ-G10,IQ-D059,,23,138,19,,,,,4,,,,,,,,,,,,,,23,,,,,,,,,,,,4,19
