Place id,Governorate,District,Location name,Arabic name,Latitude,Longitude,OCHA admin 1,OCHA admin 2,OCHA PCode,IDPs families,IDPs individuals,Anbar,Babylon,Baghdad,Basrah,Dahuk,Diyala,Erbil,Kerbala,Kirkuk,Missan,Muthanna,Najaf,Ninewa,Qadissiya,Salah al-Din,Sulaymaniyah,Thi-Qar,Wassit,Camp,Host families,Hotel/Motel,Informal settlements,Other shelter type,Religious building,Rented houses,School building,Unfinished/Abandoned building,Unknown shelter type,Pre-June14 Wave,June-July14 Wave,August14 Wave,Post September14 Wave,Post April15 Wave
24760,Baghdad,Mada'in,Al-Nabi Younis Camp,???? ????? ????,33.344709,44.643067,IQ-G07,IQ-D042,,622,"3,732",,,,,,,,,,,,,622,,,,,,622,,,,,,,,,,,622,,,
25438,Baghdad,Mada'in,Al-Wihda-Village 8,??????-?????? 8,33.254993,44.606155,IQ-G07,IQ-D042,,3,18,,,,,,,,,,,,,3,,,,,,,,,,,3,,,,,,3,,,
25136,Baghdad,Mada'in,Al-Zeraah Houses,??? ???????,33.126642,44.690989,IQ-G07,IQ-D042,,17,102,4,,,,,,,,,,,,13,,,,,,,17,,,,,,,,,3,2,,8,4
25137,Baghdad,Mada'in,Basmaya,??????,33.126642,44.690989,IQ-G07,IQ-D042,,5,30,,,,,,,,,,,,,5,,,,,,,,,,,,5,,,,,3,,2,
25008,Baghdad,Mada'in,Dawood Salman Village,???? ????? ?????,33.38508,44.701359,IQ-G07,IQ-D042,,10,60,,,,,,,,,,,,,10,,,,,,,10,,,,,,,,,,10,,,
23008,Baghdad,Mada'in,Hay Aba Thir,?? ??? ?? ???????,33.126642,44.690989,IQ-G07,IQ-D042,IQ-P08672,5,30,,,,,,,,,,,,,5,,,,,,,,,,,,5,,,,,5,,,
25131,Baghdad,Mada'in,Hay Al Khalisa,?? ???????,33.124229,44.696623,IQ-G07,IQ-D042,,23,138,,,,,,17,,,,,,,6,,,,,,,,,,,,23,,,,,6,,17,
22878,Baghdad,Mada'in,Hay Al Mustafa,?? ???????,33.254994,44.606156,IQ-G07,IQ-D042,IQ-P08677,8,48,,,,,,4,,,,,,,4,,,,,,,,,,,,8,,,,,,,8,
25132,Baghdad,Mada'in,Hay Al Rasool,?? ??????,33.126642,44.690989,IQ-G07,IQ-D042,,18,108,,,,,,2,,,,,,,,,16,,,,,,,,,,18,,,,,6,,12,
23010,Baghdad,Mada'in,Hay Al Zahra-Al Wihda,?? ???????,33.098302,44.584074,IQ-G07,IQ-D042,IQ-P08683,9,54,1,,,,,,,,,,,,,,8,,,,,,,,,,9,,,,1,8,,,
25835,Baghdad,Mada'in,Hay Ali Al kaaby,?? ??? ??????,33.227793,44.548457,IQ-G07,IQ-D042,,13,78,5,,,,,3,,,,,,,3,,2,,,,,13,,,,,,,,,,3,,5,5
21298,Baghdad,Mada'in,Hay Al-Muntathar, ?? ???????,33.217443,44.553541,IQ-G07,IQ-D042,IQ-P08684,18,108,,,,,,,,,,,,,10,,8,,,,,,,,,,18,,,,,10,8,,
25223,Baghdad,Mada'in,Madain Center,???? ???????,33.100028,44.58027,IQ-G07,IQ-D042,,168,"1,008",53,,,12,,17,,,1,,,,11,,74,,,,,46,,,,,122,,,,23,35,23,67,20
25135,Baghdad,Mada'in,Risiditial Oil Complex,?????? ?????? ??????,33.126642,44.690989,IQ-G07,IQ-D042,,6,36,,,,,,,,,,,,,1,,5,,,,,6,,,,,,,,,,6,,,
25009,Baghdad,Mada'in,Um Wahab Village,???? ?? ???,33.38517,44.701366,IQ-G07,IQ-D042,,13,78,,,,,,,,,,,,,13,,,,,,,13,,,,,,,,,,13,,,
25133,Baghdad,Mada'in,Wehda Area-Hay Al Huda,?????? - ?? ?????,33.126642,44.690989,IQ-G07,IQ-D042,,4,24,,,,,,2,,,,,,,2,,,,,,,,,,,,4,,,,,2,,2,
23618,Baghdad,Mahmoudiya,14 Tamooz,?? 14 ????,32.98499,44.35676,IQ-G07,IQ-D043,IQ-P08722,280,"1,680",,280,,,,,,,,,,,,,,,,,,100,,60,,,120,,,,,,60,220,
7491,Baghdad,Mahmoudiya,Abu Hswa,?????? ??? ????,33.079171,44.253061,IQ-G07,IQ-D043,IQ-P08770,78,468,78,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,30,48
25147,Baghdad,Mahmoudiya,Al Kushek Al Ameri,?????? ????? ???????,33.079175,44.253064,IQ-G07,IQ-D043,,77,462,42,,35,,,,,,,,,,,,,,,,,77,,,,,,,,,35,,,,42
25151,Baghdad,Mahmoudiya,Al Latefia Al Nafet,?? ?????,32.98493,44.35672,IQ-G07,IQ-D043,,56,336,,56,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,56,,
25150,Baghdad,Mahmoudiya,Al Latefia-Al Qadessia,???????? - ?? ????????,32.98498,44.35677,IQ-G07,IQ-D043,,440,"2,640",,440,,,,,,,,,,,,,,,,,,200,,,,,240,,,,,,240,200,
25149,Baghdad,Mahmoudiya,Al Latefia-Al Salam,???????? - ??????,32.98497,44.35678,IQ-G07,IQ-D043,,68,408,,68,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,68,,
7615,Baghdad,Mahmoudiya,Al Latefia-Hay Al-Askary,?? ???????,32.98494,44.35674,IQ-G07,IQ-D043,IQ-P08777,47,282,,47,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,47,,
25152,Baghdad,Mahmoudiya,Al Latefia-Kilo 18,???? 18,32.98492,44.35673,IQ-G07,IQ-D043,,214,"1,284",,,214,,,,,,,,,,,,,,,,,214,,,,,,,,,,,214,,
25154,Baghdad,Mahmoudiya,Al Latefia-Kilo 25,???? 25,32.98489,44.35669,IQ-G07,IQ-D043,,52,312,,,52,,,,,,,,,,,,,,,,,52,,,,,,,,,,,52,,
25153,Baghdad,Mahmoudiya,Al Latefia-Kilo 31,???? 31,32.98491,44.35671,IQ-G07,IQ-D043,,45,270,,,45,,,,,,,,,,,,,,,,,45,,,,,,,,,,,45,,
